setting_id,mode,legal_path_count,recovery_repeat_count,length_multiplier,path_gap,recovery_positive_rate,cycle_nonpositive_rate,failure_negative_rate,provenance
paths8_recovery0_length4_s20261101,oracle_state,8,0,4,0.194,0.7404,0.9002,0.903,controlled_symbolic_stress
paths8_recovery0_length4_s20261101,empirical_noisy_state,8,0,4,0.229,0.7054,0.8652,0.868,controlled_symbolic_stress
paths8_recovery0_length4_s20261102,oracle_state,8,0,4,0.194,0.7404,0.9002,0.903,controlled_symbolic_stress
paths8_recovery0_length4_s20261102,empirical_noisy_state,8,0,4,0.229,0.7054,0.8652,0.868,controlled_symbolic_stress
paths8_recovery0_length4_s20261103,oracle_state,8,0,4,0.194,0.7404,0.9002,0.903,controlled_symbolic_stress
paths8_recovery0_length4_s20261103,empirical_noisy_state,8,0,4,0.229,0.7054,0.8652,0.868,controlled_symbolic_stress
paths8_recovery1_length1_s20261101,oracle_state,8,1,1,0.172,0.7712,0.9156,0.914,controlled_symbolic_stress
paths8_recovery1_length1_s20261101,empirical_noisy_state,8,1,1,0.207,0.7362,0.8806,0.879,controlled_symbolic_stress
paths8_recovery1_length1_s20261102,oracle_state,8,1,1,0.172,0.7712,0.9156,0.914,controlled_symbolic_stress
paths8_recovery1_length1_s20261102,empirical_noisy_state,8,1,1,0.207,0.7362,0.8806,0.879,controlled_symbolic_stress
paths8_recovery1_length1_s20261103,oracle_state,8,1,1,0.172,0.7712,0.9156,0.914,controlled_symbolic_stress
paths8_recovery1_length1_s20261103,empirical_noisy_state,8,1,1,0.207,0.7362,0.8806,0.879,controlled_symbolic_stress
paths8_recovery1_length2_s20261101,oracle_state,8,1,2,0.182,0.7572,0.9086,0.909,controlled_symbolic_stress
paths8_recovery1_length2_s20261101,empirical_noisy_state,8,1,2,0.217,0.7222,0.8736,0.874,controlled_symbolic_stress
paths8_recovery1_length2_s20261102,oracle_state,8,1,2,0.182,0.7572,0.9086,0.909,controlled_symbolic_stress
paths8_recovery1_length2_s20261102,empirical_noisy_state,8,1,2,0.217,0.7222,0.8736,0.874,controlled_symbolic_stress
paths8_recovery1_length2_s20261103,oracle_state,8,1,2,0.182,0.7572,0.9086,0.909,controlled_symbolic_stress
paths8_recovery1_length2_s20261103,empirical_noisy_state,8,1,2,0.217,0.7222,0.8736,0.874,controlled_symbolic_stress
paths8_recovery1_length4_s20261101,oracle_state,8,1,4,0.202,0.7292,0.8946,0.899,controlled_symbolic_stress
paths8_recovery1_length4_s20261101,empirical_noisy_state,8,1,4,0.237,0.6942,0.8596,0.864,controlled_symbolic_stress
paths8_recovery1_length4_s20261102,oracle_state,8,1,4,0.202,0.7292,0.8946,0.899,controlled_symbolic_stress
paths8_recovery1_length4_s20261102,empirical_noisy_state,8,1,4,0.237,0.6942,0.8596,0.864,controlled_symbolic_stress
paths8_recovery1_length4_s20261103,oracle_state,8,1,4,0.202,0.7292,0.8946,0.899,controlled_symbolic_stress
paths8_recovery1_length4_s20261103,empirical_noisy_state,8,1,4,0.237,0.6942,0.8596,0.864,controlled_symbolic_stress
paths8_recovery2_length1_s20261101,oracle_state,8,2,1,0.18,0.76,0.91,0.91,controlled_symbolic_stress
paths8_recovery2_length1_s20261101,empirical_noisy_state,8,2,1,0.215,0.725,0.875,0.875,controlled_symbolic_stress
paths8_recovery2_length1_s20261102,oracle_state,8,2,1,0.18,0.76,0.91,0.91,controlled_symbolic_stress
paths8_recovery2_length1_s20261102,empirical_noisy_state,8,2,1,0.215,0.725,0.875,0.875,controlled_symbolic_stress
paths8_recovery2_length1_s20261103,oracle_state,8,2,1,0.18,0.76,0.91,0.91,controlled_symbolic_stress
paths8_recovery2_length1_s20261103,empirical_noisy_state,8,2,1,0.215,0.725,0.875,0.875,controlled_symbolic_stress
paths8_recovery2_length2_s20261101,oracle_state,8,2,2,0.19,0.746,0.903,0.905,controlled_symbolic_stress
paths8_recovery2_length2_s20261101,empirical_noisy_state,8,2,2,0.225,0.711,0.868,0.87,controlled_symbolic_stress
paths8_recovery2_length2_s20261102,oracle_state,8,2,2,0.19,0.746,0.903,0.905,controlled_symbolic_stress
paths8_recovery2_length2_s20261102,empirical_noisy_state,8,2,2,0.225,0.711,0.868,0.87,controlled_symbolic_stress
paths8_recovery2_length2_s20261103,oracle_state,8,2,2,0.19,0.746,0.903,0.905,controlled_symbolic_stress
paths8_recovery2_length2_s20261103,empirical_noisy_state,8,2,2,0.225,0.711,0.868,0.87,controlled_symbolic_stress
paths8_recovery2_length4_s20261101,oracle_state,8,2,4,0.21,0.718,0.889,0.895,controlled_symbolic_stress
paths8_recovery2_length4_s20261101,empirical_noisy_state,8,2,4,0.245,0.683,0.854,0.86,controlled_symbolic_stress
paths8_recovery2_length4_s20261102,oracle_state,8,2,4,0.21,0.718,0.889,0.895,controlled_symbolic_stress
paths8_recovery2_length4_s20261102,empirical_noisy_state,8,2,4,0.245,0.683,0.854,0.86,controlled_symbolic_stress
paths8_recovery2_length4_s20261103,oracle_state,8,2,4,0.21,0.718,0.889,0.895,controlled_symbolic_stress
paths8_recovery2_length4_s20261103,empirical_noisy_state,8,2,4,0.245,0.683,0.854,0.86,controlled_symbolic_stress
paths8_recovery4_length1_s20261101,oracle_state,8,4,1,0.196,0.7376,0.8988,0.902,controlled_symbolic_stress
paths8_recovery4_length1_s20261101,empirical_noisy_state,8,4,1,0.231,0.7026,0.8638,0.867,controlled_symbolic_stress
paths8_recovery4_length1_s20261102,oracle_state,8,4,1,0.196,0.7376,0.8988,0.902,controlled_symbolic_stress
paths8_recovery4_length1_s20261102,empirical_noisy_state,8,4,1,0.231,0.7026,0.8638,0.867,controlled_symbolic_stress
paths8_recovery4_length1_s20261103,oracle_state,8,4,1,0.196,0.7376,0.8988,0.902,controlled_symbolic_stress
paths8_recovery4_length1_s20261103,empirical_noisy_state,8,4,1,0.231,0.7026,0.8638,0.867,controlled_symbolic_stress
paths8_recovery4_length2_s20261101,oracle_state,8,4,2,0.206,0.7236,0.8918,0.897,controlled_symbolic_stress
paths8_recovery4_length2_s20261101,empirical_noisy_state,8,4,2,0.241,0.6886,0.8568,0.862,controlled_symbolic_stress
paths8_recovery4_length2_s20261102,oracle_state,8,4,2,0.206,0.7236,0.8918,0.897,controlled_symbolic_stress
paths8_recovery4_length2_s20261102,empirical_noisy_state,8,4,2,0.241,0.6886,0.8568,0.862,controlled_symbolic_stress
paths8_recovery4_length2_s20261103,oracle_state,8,4,2,0.206,0.7236,0.8918,0.897,controlled_symbolic_stress
paths8_recovery4_length2_s20261103,empirical_noisy_state,8,4,2,0.241,0.6886,0.8568,0.862,controlled_symbolic_stress
paths8_recovery4_length4_s20261101,oracle_state,8,4,4,0.226,0.6956,0.8778,0.887,controlled_symbolic_stress
paths8_recovery4_length4_s20261101,empirical_noisy_state,8,4,4,0.261,0.6606,0.8428,0.852,controlled_symbolic_stress
paths8_recovery4_length4_s20261102,oracle_state,8,4,4,0.226,0.6956,0.8778,0.887,controlled_symbolic_stress
paths8_recovery4_length4_s20261102,empirical_noisy_state,8,4,4,0.261,0.6606,0.8428,0.852,controlled_symbolic_stress
paths8_recovery4_length4_s20261103,oracle_state,8,4,4,0.226,0.6956,0.8778,0.887,controlled_symbolic_stress
paths8_recovery4_length4_s20261103,empirical_noisy_state,8,4,4,0.261,0.6606,0.8428,0.852,controlled_symbolic_stress
