logical_path	original_path	original_filename	size_bytes	sha256	artifact_type	purpose	reason_omitted	recovery_method
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_04_220710/rollout_00	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_04_220710/rollout_00	rollout_00	108679	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_04_220710/rollout_01	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_04_220710/rollout_01	rollout_01	108679	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_04_220710/rollout_02	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_04_220710/rollout_02	rollout_02	108679	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_04_220710/rollout_03	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_04_220710/rollout_03	rollout_03	28164	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_05_220710/rollout_00	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_05_220710/rollout_00	rollout_00	108682	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_05_220710/rollout_01	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_05_220710/rollout_01	rollout_01	108682	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_05_220710/rollout_02	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_05_220710/rollout_02	rollout_02	108682	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_05_220710/rollout_03	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_06_05_220710/rollout_03	rollout_03	28320	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_00_220710/rollout_00	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_00_220710/rollout_00	rollout_00	112386	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_00_220710/rollout_01	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_00_220710/rollout_01	rollout_01	112386	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_00_220710/rollout_02	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_00_220710/rollout_02	rollout_02	112386	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_00_220710/rollout_03	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_00_220710/rollout_03	rollout_03	112386	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_01_220710/rollout_00	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_01_220710/rollout_00	rollout_00	112024	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_01_220710/rollout_01	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_01_220710/rollout_01	rollout_01	112024	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_01_220710/rollout_02	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_01_220710/rollout_02	rollout_02	112024	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_01_220710/rollout_03	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_01_220710/rollout_03	rollout_03	112024	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_02_220710/rollout_00	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_02_220710/rollout_00	rollout_00	114465	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_02_220710/rollout_01	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_02_220710/rollout_01	rollout_01	114465	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_02_220710/rollout_02	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_02_220710/rollout_02	rollout_02	114465	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_02_220710/rollout_03	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_02_220710/rollout_03	rollout_03	114465	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_03_220710/rollout_00	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_03_220710/rollout_00	rollout_00	109257	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_03_220710/rollout_01	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_03_220710/rollout_01	rollout_01	109257	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_03_220710/rollout_02	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_03_220710/rollout_02	rollout_02	109257	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_03_220710/rollout_03	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_03_220710/rollout_03	rollout_03	109257	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_04_220710/rollout_00	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_04_220710/rollout_00	rollout_00	114141	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_04_220710/rollout_01	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_04_220710/rollout_01	rollout_01	114141	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_04_220710/rollout_02	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_04_220710/rollout_02	rollout_02	114141	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_04_220710/rollout_03	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_04_220710/rollout_03	rollout_03	114141	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_05_220710/rollout_00	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_05_220710/rollout_00	rollout_00	112988	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_05_220710/rollout_01	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_05_220710/rollout_01	rollout_01	112988	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_05_220710/rollout_02	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_05_220710/rollout_02	rollout_02	112988	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_05_220710/rollout_03	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_07_05_220710/rollout_03	rollout_03	112988	directory_manifested_by_component_files	raw_dynamic_rollout_directory	dynamic MuJoCo pilot/development rollout	per-frame RGB, NPZ, and detailed control payload externalized	rerun the locked family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	9592	9f7777d502a53b96a3c39f5897ba3cad57055416e30e1be34c4745bc2040fee4	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	9592	9f7777d502a53b96a3c39f5897ba3cad57055416e30e1be34c4745bc2040fee4	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	3596	956d02ec4072995278a4596a28b9447395bd1b9f9b0590fced0e56ff68cb1ced	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	3596	956d02ec4072995278a4596a28b9447395bd1b9f9b0590fced0e56ff68cb1ced	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	9573	875ac85c182a082ad49e527d1422be96866522289da93e1fd9d707ac2a56d42a	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	9573	875ac85c182a082ad49e527d1422be96866522289da93e1fd9d707ac2a56d42a	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	10311	b8ab96df0b8899a73b9eb0d953eb7c6f28456423123c5c4168ee45a27f2d0b4d	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	10311	b8ab96df0b8899a73b9eb0d953eb7c6f28456423123c5c4168ee45a27f2d0b4d	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	13100	eabf07112b083ba5f2cb4b7dcc620f74ea8c879bc630c72d58de0ea4016fa244	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	13100	eabf07112b083ba5f2cb4b7dcc620f74ea8c879bc630c72d58de0ea4016fa244	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	10106	edf2b26f00e4b7a2f1132502b7ac982e8249d1c163b27c9618ffd848f1214523	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	10106	edf2b26f00e4b7a2f1132502b7ac982e8249d1c163b27c9618ffd848f1214523	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	9586	b825bd4af50fc6b461a65253b89843ecad63d2b98d8d82b4baf87560d828a316	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	9586	b825bd4af50fc6b461a65253b89843ecad63d2b98d8d82b4baf87560d828a316	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	9586	414bacb942486d225ae3d88add73b8b86528dc5c09b3d03ab34c77a66b48d35e	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	9586	414bacb942486d225ae3d88add73b8b86528dc5c09b3d03ab34c77a66b48d35e	low_level_control_sequence	pilot action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked pilot seed
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_00/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_00/low_level_controls.jsonl	low_level_controls.jsonl	9560	ee898d4d67c39e9238b838e5af57746239752e2aa2b9868233810718d3311a98	low_level_control_sequence	development action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked development family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_01/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_01/low_level_controls.jsonl	low_level_controls.jsonl	9560	ee898d4d67c39e9238b838e5af57746239752e2aa2b9868233810718d3311a98	low_level_control_sequence	development action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked development family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/low_level_controls.jsonl	low_level_controls.jsonl	9560	ee898d4d67c39e9238b838e5af57746239752e2aa2b9868233810718d3311a98	low_level_control_sequence	development action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked development family and rollout seeds
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/low_level_controls.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/low_level_controls.jsonl	low_level_controls.jsonl	9560	ee898d4d67c39e9238b838e5af57746239752e2aa2b9868233810718d3311a98	low_level_control_sequence	development action-level replay controls	raw control sequence kept outside Git and ZIP bodies	rerun the locked development family and rollout seeds
