episode_id,root_family_id,case_id,arm_id,reference_state,is_target_observability_subset
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000,R25C7_commanded_release_control,F1_S1_FUSION_SUPERVISOR,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C1_contact_absence_edge_missing,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C1_contact_absence_edge_missing,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C1_contact_absence_edge_missing,F1_S0_FUSION_ONLY,UNRESOLVED,True
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C1_contact_absence_edge_missing,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,True
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C2_rgb_detach_contact_masked,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C2_rgb_detach_contact_masked,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C2_rgb_detach_contact_masked,F1_S0_FUSION_ONLY,UNRESOLVED,True
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C2_rgb_detach_contact_masked,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,True
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C3_transient_relocation_error,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C3_transient_relocation_error,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C3_transient_relocation_error,F1_S0_FUSION_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C3_transient_relocation_error,F1_S1_FUSION_SUPERVISOR,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C4_goal_verification_retry,F0_S0_CLP3_BASELINE,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C4_goal_verification_retry,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C4_goal_verification_retry,F1_S0_FUSION_ONLY,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C4_goal_verification_retry,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C5_secondary_loss_rearm,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C5_secondary_loss_rearm,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C5_secondary_loss_rearm,F1_S0_FUSION_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C5_secondary_loss_rearm,F1_S1_FUSION_SUPERVISOR,LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C6_partial_slip_control,F0_S0_CLP3_BASELINE,NO_LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C6_partial_slip_control,F0_S1_SUPERVISOR_ONLY,NO_LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C6_partial_slip_control,F1_S0_FUSION_ONLY,NO_LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C6_partial_slip_control,F1_S1_FUSION_SUPERVISOR,NO_LOSS,False
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C7_commanded_release_control,F0_S0_CLP3_BASELINE,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C7_commanded_release_control,F0_S1_SUPERVISOR_ONLY,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C7_commanded_release_control,F1_S0_FUSION_ONLY,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C7_commanded_release_control,F1_S1_FUSION_SUPERVISOR,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C1_contact_absence_edge_missing,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C1_contact_absence_edge_missing,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C1_contact_absence_edge_missing,F1_S0_FUSION_ONLY,LOSS,True
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C1_contact_absence_edge_missing,F1_S1_FUSION_SUPERVISOR,LOSS,True
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C2_rgb_detach_contact_masked,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C2_rgb_detach_contact_masked,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C2_rgb_detach_contact_masked,F1_S0_FUSION_ONLY,LOSS,True
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C2_rgb_detach_contact_masked,F1_S1_FUSION_SUPERVISOR,LOSS,True
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C3_transient_relocation_error,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C3_transient_relocation_error,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C3_transient_relocation_error,F1_S0_FUSION_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C3_transient_relocation_error,F1_S1_FUSION_SUPERVISOR,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C4_goal_verification_retry,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C4_goal_verification_retry,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C4_goal_verification_retry,F1_S0_FUSION_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C4_goal_verification_retry,F1_S1_FUSION_SUPERVISOR,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C5_secondary_loss_rearm,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C5_secondary_loss_rearm,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C5_secondary_loss_rearm,F1_S0_FUSION_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C5_secondary_loss_rearm,F1_S1_FUSION_SUPERVISOR,LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C6_partial_slip_control,F0_S0_CLP3_BASELINE,NO_LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C6_partial_slip_control,F0_S1_SUPERVISOR_ONLY,NO_LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C6_partial_slip_control,F1_S0_FUSION_ONLY,NO_LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C6_partial_slip_control,F1_S1_FUSION_SUPERVISOR,NO_LOSS,False
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C7_commanded_release_control,F0_S0_CLP3_BASELINE,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C7_commanded_release_control,F0_S1_SUPERVISOR_ONLY,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C7_commanded_release_control,F1_S0_FUSION_ONLY,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C7_commanded_release_control,F1_S1_FUSION_SUPERVISOR,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C1_contact_absence_edge_missing,F0_S0_CLP3_BASELINE,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C1_contact_absence_edge_missing,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C1_contact_absence_edge_missing,F1_S0_FUSION_ONLY,UNRESOLVED,True
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C1_contact_absence_edge_missing,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,True
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C2_rgb_detach_contact_masked,F0_S0_CLP3_BASELINE,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C2_rgb_detach_contact_masked,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C2_rgb_detach_contact_masked,F1_S0_FUSION_ONLY,UNRESOLVED,True
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C2_rgb_detach_contact_masked,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,True
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C3_transient_relocation_error,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C3_transient_relocation_error,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C3_transient_relocation_error,F1_S0_FUSION_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C3_transient_relocation_error,F1_S1_FUSION_SUPERVISOR,LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C4_goal_verification_retry,F0_S0_CLP3_BASELINE,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C4_goal_verification_retry,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C4_goal_verification_retry,F1_S0_FUSION_ONLY,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C4_goal_verification_retry,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,False
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C5_secondary_loss_rearm,F0_S0_CLP3_BASELINE,LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C5_secondary_loss_rearm,F0_S1_SUPERVISOR_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C5_secondary_loss_rearm,F1_S0_FUSION_ONLY,LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C5_secondary_loss_rearm,F1_S1_FUSION_SUPERVISOR,LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C6_partial_slip_control,F0_S0_CLP3_BASELINE,NO_LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C6_partial_slip_control,F0_S1_SUPERVISOR_ONLY,NO_LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C6_partial_slip_control,F1_S0_FUSION_ONLY,NO_LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C6_partial_slip_control,F1_S1_FUSION_SUPERVISOR,NO_LOSS,False
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C7_commanded_release_control,F0_S0_CLP3_BASELINE,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C7_commanded_release_control,F0_S1_SUPERVISOR_ONLY,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C7_commanded_release_control,F1_S0_FUSION_ONLY,COMMANDED_RELEASE,False
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C7_commanded_release_control,F1_S1_FUSION_SUPERVISOR,COMMANDED_RELEASE,False
