rollout_id	root_family_id	scenario	path	size_bytes	purpose	recovery_method
L2C_06_01_220799_r01	L2C_06_01_220799	distractor_object_ambiguity	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_06_01_220799/rollout_01	110537	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_06_01_220799_r02	L2C_06_01_220799	distractor_object_ambiguity	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_06_01_220799/rollout_02	110537	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_06_01_220799_r03	L2C_06_01_220799	distractor_object_ambiguity	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_06_01_220799/rollout_03	29068	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_06_02_220799_r00	L2C_06_02_220799	distractor_object_ambiguity	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_06_02_220799/rollout_00	108316	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_06_02_220799_r01	L2C_06_02_220799	distractor_object_ambiguity	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_06_02_220799/rollout_01	108316	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_06_02_220799_r02	L2C_06_02_220799	distractor_object_ambiguity	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_06_02_220799/rollout_02	108316	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_06_02_220799_r03	L2C_06_02_220799	distractor_object_ambiguity	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_06_02_220799/rollout_03	28275	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_00_220799_r00	L2C_07_00_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_00_220799/rollout_00	113881	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_00_220799_r01	L2C_07_00_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_00_220799/rollout_01	113881	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_00_220799_r02	L2C_07_00_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_00_220799/rollout_02	113881	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_00_220799_r03	L2C_07_00_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_00_220799/rollout_03	113881	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_01_220799_r00	L2C_07_01_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_01_220799/rollout_00	110624	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_01_220799_r01	L2C_07_01_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_01_220799/rollout_01	110624	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_01_220799_r02	L2C_07_01_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_01_220799/rollout_02	110624	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_01_220799_r03	L2C_07_01_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_01_220799/rollout_03	110624	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_02_220799_r00	L2C_07_02_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_02_220799/rollout_00	111607	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_02_220799_r01	L2C_07_02_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_02_220799/rollout_01	111607	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_02_220799_r02	L2C_07_02_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_02_220799/rollout_02	111607	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
L2C_07_02_220799_r03	L2C_07_02_220799	primary_view_occlusion	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_02_220799/rollout_03	111607	fresh dynamic rollout; raw payload externalized	rerun the sealed family and rollout seeds only in a new protocol; this confirmation remains one-shot
