episode_id,method,signed_return,positive_weight_sum,transitions
P1V5_F01_920001__R3_loss_at_80pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333333,117
P1V5_F01_920001__R3_loss_at_80pct_recover_success,GRAPH_COST_PHI,1.0817120776872453,1.763619472682186,117
P1V5_F01_920001__R3_loss_at_80pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333333,117
P1V5_F01_920001__R3_loss_at_80pct_recover_success,FULL_FROZEN,1.0817120776872453,1.763619472682186,117
P1V5_F01_920001__R3_loss_at_80pct_recover_success,NO_RECOVERY_CREDIT,0.7483787443539119,1.4302861393488528,117
P1V5_F01_920001__R3_loss_at_80pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,1.0,117
P1V5_F01_920001__R3_loss_at_80pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666667,2.233603583800628,117
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,SPARSE_TERMINAL,1.0,1.0,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,LINEAR_A_FIRST,1.0,3.75,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,LINEAR_B_FIRST,1.0,3.75,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,3.75,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,GRAPH_COST_ONLY,0.666666666666667,3.333333333333333,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,GRAPH_COST_PHI,1.5555171916615387,4.266245824672437,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,GRAPH_COST_DEBT,0.666666666666667,3.333333333333333,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,FULL_FROZEN,1.5555171916615387,4.266245824672437,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,NO_RECOVERY_CREDIT,-0.11114947500512784,2.5995791580057697,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,3.0,289
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.666666666666667,4.871425053495987,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,SPARSE_TERMINAL,1.0,1.0,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,LINEAR_A_FIRST,1.0,3.75,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,LINEAR_B_FIRST,1.0,3.75,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,3.75,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,3.0,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,GRAPH_COST_PHI,1.8951685039261874,4.296229505322848,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,3.0,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,FULL_FROZEN,1.8951685039261874,4.296229505322848,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,NO_RECOVERY_CREDIT,0.8951685039261885,3.296229505322849,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,3.0,289
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666667,5.267786095765479,289
P1V5_F01_920001__R6_three_closed_cycles_then_stop,SPARSE_TERMINAL,0.0,0.0,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,LINEAR_A_FIRST,0.5,3.0,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,LINEAR_B_FIRST,0.5,3.0,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,UNORDERED_COMPLETION_PROGRESS,0.5,3.0,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,GRAPH_COST_ONLY,0.3333333333333336,2.833333333333333,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,GRAPH_COST_PHI,0.9493121810862517,3.469565877295393,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,GRAPH_COST_DEBT,0.3333333333333336,2.833333333333333,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,FULL_FROZEN,0.9493121810862517,3.469565877295393,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,NO_RECOVERY_CREDIT,-0.7173544855804153,1.802899210628726,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,PAIRED_EVENT_BALANCED_V1,0.0,3.0,255
P1V5_F01_920001__R6_three_closed_cycles_then_stop,GLOBAL_POTENTIAL_AUDIT_V1,0.5341287508585528,4.074745106118942,255
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,SPARSE_TERMINAL,0.0,0.0,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,LINEAR_A_FIRST,0.0,0.75,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,LINEAR_B_FIRST,0.0,0.75,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,UNORDERED_COMPLETION_PROGRESS,0.0,0.75,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_ONLY,-0.3333333333333333,0.5,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_PHI,-0.12750828677199266,0.7058250465613407,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_DEBT,-0.3333333333333333,0.5,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,FULL_FROZEN,-0.12750828677199266,0.7058250465613407,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,NO_RECOVERY_CREDIT,-0.2941749534386594,0.539158379894674,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,PAIRED_EVENT_BALANCED_V1,-1.0,0.0,57
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,GLOBAL_POTENTIAL_AUDIT_V1,-0.33333333333333315,0.7058250465613407,57
P1V5_F01_920001__R8_commanded_release,SPARSE_TERMINAL,0.0,0.0,41
P1V5_F01_920001__R8_commanded_release,LINEAR_A_FIRST,0.0,0.5,41
P1V5_F01_920001__R8_commanded_release,LINEAR_B_FIRST,0.0,0.5,41
P1V5_F01_920001__R8_commanded_release,UNORDERED_COMPLETION_PROGRESS,0.0,0.5,41
P1V5_F01_920001__R8_commanded_release,GRAPH_COST_ONLY,-0.33333333333333337,0.33333333333333337,41
P1V5_F01_920001__R8_commanded_release,GRAPH_COST_PHI,-0.33333333333333337,0.33333333333333337,41
P1V5_F01_920001__R8_commanded_release,GRAPH_COST_DEBT,-0.5000000000000001,0.16666666666666663,41
P1V5_F01_920001__R8_commanded_release,FULL_FROZEN,-0.5000000000000001,0.16666666666666663,41
P1V5_F01_920001__R8_commanded_release,NO_RECOVERY_CREDIT,-0.5000000000000001,0.16666666666666663,41
P1V5_F01_920001__R8_commanded_release,PAIRED_EVENT_BALANCED_V1,0.0,0.0,41
P1V5_F01_920001__R8_commanded_release,GLOBAL_POTENTIAL_AUDIT_V1,-0.33333333333333337,0.33333333333333337,41
P1V5_F02_920002__D1_A_then_B_clean_success,SPARSE_TERMINAL,1.0,1.0,131
P1V5_F02_920002__D1_A_then_B_clean_success,LINEAR_A_FIRST,1.0,1.0,131
P1V5_F02_920002__D1_A_then_B_clean_success,LINEAR_B_FIRST,1.0,1.0,131
P1V5_F02_920002__D1_A_then_B_clean_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,131
P1V5_F02_920002__D1_A_then_B_clean_success,GRAPH_COST_ONLY,0.75,0.75,131
P1V5_F02_920002__D1_A_then_B_clean_success,GRAPH_COST_PHI,0.75,0.75,131
P1V5_F02_920002__D1_A_then_B_clean_success,GRAPH_COST_DEBT,0.75,0.75,131
P1V5_F02_920002__D1_A_then_B_clean_success,FULL_FROZEN,0.75,0.75,131
P1V5_F02_920002__D1_A_then_B_clean_success,NO_RECOVERY_CREDIT,0.75,0.75,131
P1V5_F02_920002__D1_A_then_B_clean_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,131
P1V5_F02_920002__D1_A_then_B_clean_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,131
P1V5_F02_920002__D2_B_then_A_clean_success,SPARSE_TERMINAL,1.0,1.0,131
P1V5_F02_920002__D2_B_then_A_clean_success,LINEAR_A_FIRST,1.0,1.0,131
P1V5_F02_920002__D2_B_then_A_clean_success,LINEAR_B_FIRST,1.0,1.0,131
P1V5_F02_920002__D2_B_then_A_clean_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,131
P1V5_F02_920002__D2_B_then_A_clean_success,GRAPH_COST_ONLY,0.75,0.75,131
P1V5_F02_920002__D2_B_then_A_clean_success,GRAPH_COST_PHI,0.75,0.75,131
P1V5_F02_920002__D2_B_then_A_clean_success,GRAPH_COST_DEBT,0.75,0.75,131
P1V5_F02_920002__D2_B_then_A_clean_success,FULL_FROZEN,0.75,0.75,131
P1V5_F02_920002__D2_B_then_A_clean_success,NO_RECOVERY_CREDIT,0.75,0.75,131
P1V5_F02_920002__D2_B_then_A_clean_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,131
P1V5_F02_920002__D2_B_then_A_clean_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,131
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,LINEAR_A_FIRST,1.0,1.0,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,LINEAR_B_FIRST,1.0,1.0,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,0.75,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_PHI,0.75,0.75,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,0.75,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,FULL_FROZEN,0.75,0.75,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,NO_RECOVERY_CREDIT,0.75,0.75,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,171
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,LINEAR_A_FIRST,1.0,1.0,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,LINEAR_B_FIRST,1.0,1.0,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,0.75,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_PHI,0.75,0.75,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,0.75,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,FULL_FROZEN,0.75,0.75,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,NO_RECOVERY_CREDIT,0.75,0.75,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,171
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,171
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,SPARSE_TERMINAL,1.0,1.0,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,LINEAR_A_FIRST,1.0,1.3333333333333335,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,LINEAR_B_FIRST,1.0,1.3333333333333335,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,UNORDERED_COMPLETION_PROGRESS,1.0,1.3333333333333335,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,GRAPH_COST_ONLY,0.75,1.0,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,GRAPH_COST_PHI,0.75,1.0,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,GRAPH_COST_DEBT,0.75,1.0,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,FULL_FROZEN,0.75,1.0,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,NO_RECOVERY_CREDIT,0.75,1.0,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,PAIRED_EVENT_BALANCED_V1,0.0,0.0,259
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,GLOBAL_POTENTIAL_AUDIT_V1,0.75,1.0,259
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,SPARSE_TERMINAL,0.0,0.0,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_A_FIRST,0.3333333333333333,0.6666666666666666,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_B_FIRST,0.3333333333333333,0.6666666666666666,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_COMPLETION_PROGRESS,0.3333333333333333,0.6666666666666666,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_ONLY,0.25,0.5,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_PHI,0.25,0.5,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_DEBT,0.25,0.5,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,FULL_FROZEN,0.25,0.5,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,NO_RECOVERY_CREDIT,0.25,0.5,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,PAIRED_EVENT_BALANCED_V1,0.0,0.0,139
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,GLOBAL_POTENTIAL_AUDIT_V1,0.25,0.5,139
P1V5_F02_920002__R1_clean_transport_success,SPARSE_TERMINAL,1.0,1.0,67
P1V5_F02_920002__R1_clean_transport_success,LINEAR_A_FIRST,1.0,1.25,67
P1V5_F02_920002__R1_clean_transport_success,LINEAR_B_FIRST,1.0,1.25,67
P1V5_F02_920002__R1_clean_transport_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.25,67
P1V5_F02_920002__R1_clean_transport_success,GRAPH_COST_ONLY,0.6666666666666666,0.8333333333333333,67
P1V5_F02_920002__R1_clean_transport_success,GRAPH_COST_PHI,1.1286445647207755,1.295311231387442,67
P1V5_F02_920002__R1_clean_transport_success,GRAPH_COST_DEBT,0.6666666666666666,0.8333333333333333,67
P1V5_F02_920002__R1_clean_transport_success,FULL_FROZEN,1.1286445647207755,1.295311231387442,67
P1V5_F02_920002__R1_clean_transport_success,NO_RECOVERY_CREDIT,1.1286445647207755,1.295311231387442,67
P1V5_F02_920002__R1_clean_transport_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,67
P1V5_F02_920002__R1_clean_transport_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666664,1.295311231387442,67
P1V5_F02_920002__R2_loss_at_40pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,LINEAR_A_FIRST,1.0,1.75,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,LINEAR_B_FIRST,1.0,1.75,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.75,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333333,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,GRAPH_COST_PHI,0.9030712183053982,1.5697378849720651,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333333,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,FULL_FROZEN,0.9030712183053982,1.5697378849720651,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,NO_RECOVERY_CREDIT,0.5697378849720649,1.2364045516387316,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,1.0,117
P1V5_F02_920002__R2_loss_at_40pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666667,2.023143693961698,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,LINEAR_A_FIRST,1.0,1.75,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,LINEAR_B_FIRST,1.0,1.75,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.75,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333333,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,GRAPH_COST_PHI,1.0870748702809916,1.753741536947658,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333333,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,FULL_FROZEN,1.0870748702809916,1.753741536947658,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,NO_RECOVERY_CREDIT,0.7537415369476582,1.420408203614325,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,1.0,117
P1V5_F02_920002__R3_loss_at_80pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666666,2.218240207979033,117
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,SPARSE_TERMINAL,1.0,1.0,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,LINEAR_A_FIRST,1.0,3.75,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,LINEAR_B_FIRST,1.0,3.75,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,3.75,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,GRAPH_COST_ONLY,0.666666666666667,3.333333333333333,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,GRAPH_COST_PHI,1.4317376419805028,4.156118074266761,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,GRAPH_COST_DEBT,0.666666666666667,3.333333333333333,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,FULL_FROZEN,1.4317376419805028,4.156118074266761,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,NO_RECOVERY_CREDIT,-0.23492902468616328,2.4894514076000953,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,3.0,289
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666666,4.882106246714418,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,SPARSE_TERMINAL,1.0,1.0,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,LINEAR_A_FIRST,1.0,4.25,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,LINEAR_B_FIRST,1.0,4.25,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,4.25,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,3.333333333333333,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,GRAPH_COST_PHI,1.7360765794028903,4.474090220220159,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,3.333333333333333,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,FULL_FROZEN,1.7360765794028903,4.474090220220159,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,NO_RECOVERY_CREDIT,0.736076579402891,3.4740902202201602,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,3.0,289
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666665,5.211046311198174,289
P1V5_F02_920002__R6_three_closed_cycles_then_stop,SPARSE_TERMINAL,0.0,0.0,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,LINEAR_A_FIRST,0.5,3.0,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,LINEAR_B_FIRST,0.5,3.0,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,UNORDERED_COMPLETION_PROGRESS,0.5,3.0,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,GRAPH_COST_ONLY,0.3333333333333336,2.833333333333333,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,GRAPH_COST_PHI,0.8094495592030602,3.367163324822651,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,GRAPH_COST_DEBT,0.3333333333333336,2.833333333333333,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,FULL_FROZEN,0.8094495592030602,3.367163324822651,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,NO_RECOVERY_CREDIT,-0.8572171074636061,1.7004966581559857,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,PAIRED_EVENT_BALANCED_V1,0.0,3.0,255
P1V5_F02_920002__R6_three_closed_cycles_then_stop,GLOBAL_POTENTIAL_AUDIT_V1,0.5398847905333815,4.09315149727031,255
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,SPARSE_TERMINAL,0.0,0.0,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,LINEAR_A_FIRST,0.25,0.75,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,LINEAR_B_FIRST,0.25,0.75,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,UNORDERED_COMPLETION_PROGRESS,0.25,0.75,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_ONLY,5.551115123125783e-17,0.5,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_PHI,0.193704992717461,0.693704992717461,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_DEBT,5.551115123125783e-17,0.5,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,FULL_FROZEN,0.193704992717461,0.693704992717461,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,NO_RECOVERY_CREDIT,0.02703832605079426,0.5270383260507943,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,PAIRED_EVENT_BALANCED_V1,-1.0,0.0,57
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,GLOBAL_POTENTIAL_AUDIT_V1,1.1102230246251565e-16,0.693704992717461,57
P1V5_F02_920002__R8_commanded_release,SPARSE_TERMINAL,0.0,0.0,41
P1V5_F02_920002__R8_commanded_release,LINEAR_A_FIRST,0.0,0.5,41
P1V5_F02_920002__R8_commanded_release,LINEAR_B_FIRST,0.0,0.5,41
P1V5_F02_920002__R8_commanded_release,UNORDERED_COMPLETION_PROGRESS,0.0,0.5,41
P1V5_F02_920002__R8_commanded_release,GRAPH_COST_ONLY,-0.33333333333333337,0.33333333333333337,41
P1V5_F02_920002__R8_commanded_release,GRAPH_COST_PHI,-0.33333333333333337,0.33333333333333337,41
P1V5_F02_920002__R8_commanded_release,GRAPH_COST_DEBT,-0.5000000000000001,0.16666666666666663,41
P1V5_F02_920002__R8_commanded_release,FULL_FROZEN,-0.5000000000000001,0.16666666666666663,41
P1V5_F02_920002__R8_commanded_release,NO_RECOVERY_CREDIT,-0.5000000000000001,0.16666666666666663,41
P1V5_F02_920002__R8_commanded_release,PAIRED_EVENT_BALANCED_V1,0.0,0.0,41
P1V5_F02_920002__R8_commanded_release,GLOBAL_POTENTIAL_AUDIT_V1,-0.33333333333333337,0.33333333333333337,41
P1V5_F03_920003__D1_A_then_B_clean_success,SPARSE_TERMINAL,1.0,1.0,131
P1V5_F03_920003__D1_A_then_B_clean_success,LINEAR_A_FIRST,1.0,1.0,131
P1V5_F03_920003__D1_A_then_B_clean_success,LINEAR_B_FIRST,1.0,1.0,131
P1V5_F03_920003__D1_A_then_B_clean_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,131
P1V5_F03_920003__D1_A_then_B_clean_success,GRAPH_COST_ONLY,0.75,0.75,131
P1V5_F03_920003__D1_A_then_B_clean_success,GRAPH_COST_PHI,0.75,0.75,131
P1V5_F03_920003__D1_A_then_B_clean_success,GRAPH_COST_DEBT,0.75,0.75,131
P1V5_F03_920003__D1_A_then_B_clean_success,FULL_FROZEN,0.75,0.75,131
P1V5_F03_920003__D1_A_then_B_clean_success,NO_RECOVERY_CREDIT,0.75,0.75,131
P1V5_F03_920003__D1_A_then_B_clean_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,131
P1V5_F03_920003__D1_A_then_B_clean_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,131
P1V5_F03_920003__D2_B_then_A_clean_success,SPARSE_TERMINAL,1.0,1.0,131
P1V5_F03_920003__D2_B_then_A_clean_success,LINEAR_A_FIRST,1.0,1.0,131
P1V5_F03_920003__D2_B_then_A_clean_success,LINEAR_B_FIRST,1.0,1.0,131
P1V5_F03_920003__D2_B_then_A_clean_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,131
P1V5_F03_920003__D2_B_then_A_clean_success,GRAPH_COST_ONLY,0.75,0.75,131
P1V5_F03_920003__D2_B_then_A_clean_success,GRAPH_COST_PHI,0.75,0.75,131
P1V5_F03_920003__D2_B_then_A_clean_success,GRAPH_COST_DEBT,0.75,0.75,131
P1V5_F03_920003__D2_B_then_A_clean_success,FULL_FROZEN,0.75,0.75,131
P1V5_F03_920003__D2_B_then_A_clean_success,NO_RECOVERY_CREDIT,0.75,0.75,131
P1V5_F03_920003__D2_B_then_A_clean_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,131
P1V5_F03_920003__D2_B_then_A_clean_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,131
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,LINEAR_A_FIRST,1.0,1.0,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,LINEAR_B_FIRST,1.0,1.0,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,0.75,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_PHI,0.75,0.75,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,0.75,171
