segment_id,episode_id,root_family_id,split,start_t,end_t,duration,boundary_confidence_start,boundary_confidence_end,unknown_fraction,observable_contact_history,observable_contact_loss_count,source_method
formal_u2_family_021_r03_s03,formal_u2_family_021_r03,u2_family_021,train,21,22,2,0.5935367941856384,0.5840976238250732,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_021_r04_s00,formal_u2_family_021_r04,u2_family_021,train,0,2,3,0.31799235939979553,0.6732949018478394,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_021_r04_s01,formal_u2_family_021_r04,u2_family_021,train,3,12,10,0.7135555744171143,0.65261310338974,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_021_r04_s02,formal_u2_family_021_r04,u2_family_021,train,13,21,9,0.5495752692222595,0.9892834424972534,0.8888888888888888,True,0,offline_teacher_to_causal_s623
formal_u2_family_021_r04_s03,formal_u2_family_021_r04,u2_family_021,train,22,23,2,0.583331286907196,0.5483981966972351,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_021_r05_s00,formal_u2_family_021_r05,u2_family_021,train,0,2,3,0.3195740580558777,0.6703758835792542,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_021_r05_s01,formal_u2_family_021_r05,u2_family_021,train,3,8,6,0.7092022895812988,0.5031660795211792,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_021_r05_s02,formal_u2_family_021_r05,u2_family_021,train,9,20,12,0.5054036378860474,0.9895463585853577,0.9166666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_021_r05_s03,formal_u2_family_021_r05,u2_family_021,train,21,22,2,0.5841253995895386,0.5666178464889526,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r00_s00,formal_u2_family_022_r00,u2_family_022,train,0,2,3,0.3188413083553314,0.6845072507858276,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r00_s01,formal_u2_family_022_r00,u2_family_022,train,3,6,4,0.5125564336776733,0.5113561749458313,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r00_s02,formal_u2_family_022_r00,u2_family_022,train,7,7,1,0.9269904494285583,0.9269904494285583,0.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r01_s00,formal_u2_family_022_r01,u2_family_022,train,0,2,3,0.31950685381889343,0.6833769679069519,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r01_s01,formal_u2_family_022_r01,u2_family_022,train,3,5,3,0.5160026550292969,0.5024800896644592,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r01_s02,formal_u2_family_022_r01,u2_family_022,train,6,7,2,0.5200634598731995,0.9265598654747009,0.5,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r02_s00,formal_u2_family_022_r02,u2_family_022,train,0,2,3,0.3197597861289978,0.6840015053749084,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r02_s01,formal_u2_family_022_r02,u2_family_022,train,3,5,3,0.514523446559906,0.5055823922157288,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r02_s02,formal_u2_family_022_r02,u2_family_022,train,6,7,2,0.5195062756538391,0.9259066581726074,0.5,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r03_s00,formal_u2_family_022_r03,u2_family_022,train,0,2,3,0.321457177400589,0.684023380279541,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r03_s01,formal_u2_family_022_r03,u2_family_022,train,3,5,3,0.5158110857009888,0.5047711133956909,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r03_s02,formal_u2_family_022_r03,u2_family_022,train,6,7,2,0.5175660848617554,0.9275439381599426,0.5,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r04_s00,formal_u2_family_022_r04,u2_family_022,train,0,2,3,0.3178466856479645,0.6847835779190063,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r04_s01,formal_u2_family_022_r04,u2_family_022,train,3,5,3,0.518250048160553,0.5036858320236206,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r04_s02,formal_u2_family_022_r04,u2_family_022,train,6,7,2,0.5175060629844666,0.9269270300865173,0.5,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r05_s00,formal_u2_family_022_r05,u2_family_022,train,0,2,3,0.3186078369617462,0.6852237582206726,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r05_s01,formal_u2_family_022_r05,u2_family_022,train,3,6,4,0.5121578574180603,0.5148892402648926,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_022_r05_s02,formal_u2_family_022_r05,u2_family_022,train,7,7,1,0.9263318181037903,0.9263318181037903,0.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r00_s00,formal_u2_family_023_r00,u2_family_023,train,0,10,11,0.251997172832489,0.967431366443634,0.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r00_s01,formal_u2_family_023_r00,u2_family_023,train,11,13,3,0.6263070106506348,0.5213939547538757,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r00_s02,formal_u2_family_023_r00,u2_family_023,train,14,17,4,0.5076234936714172,0.5018447637557983,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r00_s03,formal_u2_family_023_r00,u2_family_023,train,18,21,4,0.508482038974762,0.5010556578636169,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r00_s04,formal_u2_family_023_r00,u2_family_023,train,22,24,3,0.4981919527053833,0.5235982537269592,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r00_s05,formal_u2_family_023_r00,u2_family_023,train,25,34,10,0.5232327580451965,0.9889497756958008,0.9,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r00_s06,formal_u2_family_023_r00,u2_family_023,train,35,36,2,0.5878199338912964,0.5470722317695618,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r01_s00,formal_u2_family_023_r01,u2_family_023,train,0,11,12,0.25212252140045166,0.9716222882270813,0.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r01_s01,formal_u2_family_023_r01,u2_family_023,train,12,14,3,0.6319679617881775,0.7329056262969971,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r01_s02,formal_u2_family_023_r01,u2_family_023,train,15,17,3,0.5245631337165833,0.5028040409088135,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r01_s03,formal_u2_family_023_r01,u2_family_023,train,18,20,3,0.5061547756195068,0.5118705034255981,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r01_s04,formal_u2_family_023_r01,u2_family_023,train,21,25,5,0.5176358222961426,0.6357428431510925,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r01_s05,formal_u2_family_023_r01,u2_family_023,train,26,34,9,0.5765848159790039,0.9886322617530823,0.8888888888888888,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r01_s06,formal_u2_family_023_r01,u2_family_023,train,35,36,2,0.5808042287826538,0.6093882918357849,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r02_s00,formal_u2_family_023_r02,u2_family_023,train,0,10,11,0.2505386769771576,0.961124062538147,0.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r02_s01,formal_u2_family_023_r02,u2_family_023,train,11,13,3,0.6285844445228577,0.568763256072998,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r02_s02,formal_u2_family_023_r02,u2_family_023,train,14,16,3,0.7298913598060608,0.5149678587913513,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r02_s03,formal_u2_family_023_r02,u2_family_023,train,17,19,3,0.5055588483810425,0.5106387138366699,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r02_s04,formal_u2_family_023_r02,u2_family_023,train,20,29,10,0.4878271818161011,0.990222692489624,0.9,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r02_s05,formal_u2_family_023_r02,u2_family_023,train,30,31,2,0.6118338704109192,0.6190003752708435,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r03_s00,formal_u2_family_023_r03,u2_family_023,train,0,10,11,0.25117164850234985,0.5138056874275208,0.0,False,0,offline_teacher_to_causal_s623
formal_u2_family_023_r03_s01,formal_u2_family_023_r03,u2_family_023,train,11,13,3,0.9753611087799072,0.5161186456680298,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r03_s02,formal_u2_family_023_r03,u2_family_023,train,14,18,5,0.49883994460105896,0.5073938965797424,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r03_s03,formal_u2_family_023_r03,u2_family_023,train,19,23,5,0.5048066973686218,0.6221520304679871,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r03_s04,formal_u2_family_023_r03,u2_family_023,train,24,26,3,0.522253155708313,0.5596552491188049,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r03_s05,formal_u2_family_023_r03,u2_family_023,train,27,34,8,0.48411816358566284,0.9891996383666992,0.875,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r03_s06,formal_u2_family_023_r03,u2_family_023,train,35,36,2,0.5982798933982849,0.6045923829078674,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r04_s00,formal_u2_family_023_r04,u2_family_023,train,0,10,11,0.2537214756011963,0.9641768932342529,0.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r04_s01,formal_u2_family_023_r04,u2_family_023,train,11,13,3,0.6242173314094543,0.7377939224243164,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r04_s02,formal_u2_family_023_r04,u2_family_023,train,14,18,5,0.5275598764419556,0.5021817684173584,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r04_s03,formal_u2_family_023_r04,u2_family_023,train,19,28,10,0.49847403168678284,0.5042698979377747,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r04_s04,formal_u2_family_023_r04,u2_family_023,train,29,31,3,0.9898881316184998,0.5323576331138611,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r05_s00,formal_u2_family_023_r05,u2_family_023,train,0,11,12,0.2526090443134308,0.9711018800735474,0.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r05_s01,formal_u2_family_023_r05,u2_family_023,train,12,14,3,0.6256518363952637,0.7210147380828857,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r05_s02,formal_u2_family_023_r05,u2_family_023,train,15,17,3,0.5157181620597839,0.500565230846405,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r05_s03,formal_u2_family_023_r05,u2_family_023,train,18,20,3,0.5040269494056702,0.5253475308418274,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r05_s04,formal_u2_family_023_r05,u2_family_023,train,21,30,10,0.48737144470214844,0.9900505542755127,0.9,True,0,offline_teacher_to_causal_s623
formal_u2_family_023_r05_s05,formal_u2_family_023_r05,u2_family_023,train,31,32,2,0.6040160059928894,0.5906935334205627,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r00_s00,formal_u2_family_024_r00,u2_family_024,train,0,2,3,0.34996628761291504,0.6813878417015076,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r00_s01,formal_u2_family_024_r00,u2_family_024,train,3,6,4,0.5017382502555847,0.9335823655128479,0.75,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r00_s02,formal_u2_family_024_r00,u2_family_024,train,7,16,10,0.3114127516746521,0.503841757774353,0.4,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r00_s03,formal_u2_family_024_r00,u2_family_024,train,17,19,3,0.4986969232559204,0.6545823812484741,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r00_s04,formal_u2_family_024_r00,u2_family_024,train,20,24,5,0.4974850118160248,0.9838613867759705,0.8,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r00_s05,formal_u2_family_024_r00,u2_family_024,train,25,26,2,0.5815114378929138,0.5587095022201538,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r01_s00,formal_u2_family_024_r01,u2_family_024,train,0,2,3,0.348082035779953,0.6795848608016968,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r01_s01,formal_u2_family_024_r01,u2_family_024,train,3,6,4,0.49983328580856323,0.9326395988464355,0.75,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r01_s02,formal_u2_family_024_r01,u2_family_024,train,7,17,11,0.3166988492012024,0.5025824904441833,0.2727272727272727,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r01_s03,formal_u2_family_024_r01,u2_family_024,train,18,20,3,0.4983522593975067,0.6517748832702637,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r01_s04,formal_u2_family_024_r01,u2_family_024,train,21,25,5,0.4974808692932129,0.98450767993927,0.8,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r01_s05,formal_u2_family_024_r01,u2_family_024,train,26,27,2,0.5859771966934204,0.5590668320655823,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r02_s00,formal_u2_family_024_r02,u2_family_024,train,0,2,3,0.34989702701568604,0.6780663728713989,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r02_s01,formal_u2_family_024_r02,u2_family_024,train,3,6,4,0.5003674030303955,0.9329735636711121,0.75,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r02_s02,formal_u2_family_024_r02,u2_family_024,train,7,16,10,0.31118690967559814,0.5042586922645569,0.4,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r02_s03,formal_u2_family_024_r02,u2_family_024,train,17,19,3,0.4987671375274658,0.6508934497833252,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r02_s04,formal_u2_family_024_r02,u2_family_024,train,20,25,6,0.49959346652030945,0.9848413467407227,0.8333333333333334,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r02_s05,formal_u2_family_024_r02,u2_family_024,train,26,27,2,0.5861127376556396,0.5718834400177002,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r03_s00,formal_u2_family_024_r03,u2_family_024,train,0,2,3,0.34799298644065857,0.6826410293579102,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r03_s01,formal_u2_family_024_r03,u2_family_024,train,3,6,4,0.500820517539978,0.9317672252655029,0.75,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r03_s02,formal_u2_family_024_r03,u2_family_024,train,7,15,9,0.31461068987846375,0.5016818046569824,0.4444444444444444,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r03_s03,formal_u2_family_024_r03,u2_family_024,train,16,18,3,0.49540725350379944,0.6486790180206299,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r03_s04,formal_u2_family_024_r03,u2_family_024,train,19,23,5,0.5000637173652649,0.98549485206604,0.8,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r03_s05,formal_u2_family_024_r03,u2_family_024,train,24,25,2,0.5865099430084229,0.5802924633026123,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r04_s00,formal_u2_family_024_r04,u2_family_024,train,0,2,3,0.35047999024391174,0.6791998147964478,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r04_s01,formal_u2_family_024_r04,u2_family_024,train,3,6,4,0.4971705675125122,0.9319861531257629,0.75,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r04_s02,formal_u2_family_024_r04,u2_family_024,train,7,17,11,0.3100111186504364,0.5034642219543457,0.2727272727272727,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r04_s03,formal_u2_family_024_r04,u2_family_024,train,18,20,3,0.501046895980835,0.6526992321014404,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r04_s04,formal_u2_family_024_r04,u2_family_024,train,21,25,5,0.5001904964447021,0.9846909642219543,0.8,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r04_s05,formal_u2_family_024_r04,u2_family_024,train,26,27,2,0.5811798572540283,0.5421256422996521,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r05_s00,formal_u2_family_024_r05,u2_family_024,train,0,2,3,0.3485594689846039,0.6803422570228577,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r05_s01,formal_u2_family_024_r05,u2_family_024,train,3,6,4,0.49858489632606506,0.9332195520401001,0.75,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r05_s02,formal_u2_family_024_r05,u2_family_024,train,7,15,9,0.3131547272205353,0.5025665760040283,0.4444444444444444,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r05_s03,formal_u2_family_024_r05,u2_family_024,train,16,18,3,0.49778223037719727,0.5081968903541565,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r05_s04,formal_u2_family_024_r05,u2_family_024,train,19,25,7,0.6470062136650085,0.9843632578849792,0.8571428571428571,True,0,offline_teacher_to_causal_s623
formal_u2_family_024_r05_s05,formal_u2_family_024_r05,u2_family_024,train,26,27,2,0.5895177125930786,0.5790653824806213,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r00_s00,formal_u2_family_025_r00,u2_family_025,train,0,2,3,0.8886139392852783,0.5064259767532349,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r00_s01,formal_u2_family_025_r00,u2_family_025,train,3,5,3,0.4899859130382538,0.9679923057556152,0.3333333333333333,True,1,offline_teacher_to_causal_s623
formal_u2_family_025_r00_s02,formal_u2_family_025_r00,u2_family_025,train,6,8,3,0.9381453990936279,0.5188480615615845,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r00_s03,formal_u2_family_025_r00,u2_family_025,train,9,17,9,0.46148422360420227,0.5035896897315979,0.5555555555555556,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r00_s04,formal_u2_family_025_r00,u2_family_025,train,18,20,3,0.4960147738456726,0.6566995978355408,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r00_s05,formal_u2_family_025_r00,u2_family_025,train,21,24,4,0.5002910494804382,0.5027338266372681,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r00_s06,formal_u2_family_025_r00,u2_family_025,train,25,27,3,0.48804420232772827,0.5834941864013672,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r00_s07,formal_u2_family_025_r00,u2_family_025,train,28,28,1,0.532812774181366,0.532812774181366,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r01_s00,formal_u2_family_025_r01,u2_family_025,train,0,2,3,0.34964078664779663,0.6814675331115723,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r01_s01,formal_u2_family_025_r01,u2_family_025,train,3,5,3,0.50022292137146,0.9656246304512024,0.3333333333333333,True,1,offline_teacher_to_causal_s623
formal_u2_family_025_r01_s02,formal_u2_family_025_r01,u2_family_025,train,6,8,3,0.953871488571167,0.5242669582366943,0.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r01_s03,formal_u2_family_025_r01,u2_family_025,train,9,19,11,0.4800844192504883,0.5060879588127136,0.45454545454545453,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r01_s04,formal_u2_family_025_r01,u2_family_025,train,20,22,3,0.5011305809020996,0.660041332244873,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r01_s05,formal_u2_family_025_r01,u2_family_025,train,23,26,4,0.5015889406204224,0.5018088817596436,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r01_s06,formal_u2_family_025_r01,u2_family_025,train,27,29,3,0.9844433069229126,0.5707696080207825,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r02_s00,formal_u2_family_025_r02,u2_family_025,train,0,2,3,0.34771254658699036,0.6813090443611145,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r02_s01,formal_u2_family_025_r02,u2_family_025,train,3,6,4,0.5001701712608337,0.9327244758605957,0.75,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r02_s02,formal_u2_family_025_r02,u2_family_025,train,7,15,9,0.31497520208358765,0.5016148686408997,0.4444444444444444,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r02_s03,formal_u2_family_025_r02,u2_family_025,train,16,18,3,0.4942469298839569,0.6522681713104248,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r02_s04,formal_u2_family_025_r02,u2_family_025,train,19,24,6,0.501132071018219,0.9827116131782532,0.8333333333333334,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r02_s05,formal_u2_family_025_r02,u2_family_025,train,25,26,2,0.5841740369796753,0.517761766910553,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r03_s00,formal_u2_family_025_r03,u2_family_025,train,0,2,3,0.34952935576438904,0.6796097755432129,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r03_s01,formal_u2_family_025_r03,u2_family_025,train,3,5,3,0.4964202642440796,0.9350496530532837,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r03_s02,formal_u2_family_025_r03,u2_family_025,train,6,16,11,0.34239840507507324,0.5098227858543396,0.5454545454545454,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r03_s03,formal_u2_family_025_r03,u2_family_025,train,17,22,6,0.6516368389129639,0.9841462969779968,0.8333333333333334,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r03_s04,formal_u2_family_025_r03,u2_family_025,train,23,24,2,0.58158940076828,0.5584492683410645,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r04_s00,formal_u2_family_025_r04,u2_family_025,train,0,2,3,0.3485378921031952,0.6770654320716858,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r04_s01,formal_u2_family_025_r04,u2_family_025,train,3,5,3,0.49868524074554443,0.9352735877037048,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r04_s02,formal_u2_family_025_r04,u2_family_025,train,6,17,12,0.34494227170944214,0.503079354763031,0.25,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r04_s03,formal_u2_family_025_r04,u2_family_025,train,18,20,3,0.5016083121299744,0.6524345278739929,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r04_s04,formal_u2_family_025_r04,u2_family_025,train,21,25,5,0.49816805124282837,0.985273540019989,0.8,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r04_s05,formal_u2_family_025_r04,u2_family_025,train,26,27,2,0.5893661975860596,0.559389054775238,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r05_s00,formal_u2_family_025_r05,u2_family_025,train,0,2,3,0.3490494191646576,0.6780414581298828,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r05_s01,formal_u2_family_025_r05,u2_family_025,train,3,5,3,0.4967498183250427,0.9356659054756165,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r05_s02,formal_u2_family_025_r05,u2_family_025,train,6,17,12,0.348238468170166,0.5042005181312561,0.25,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r05_s03,formal_u2_family_025_r05,u2_family_025,train,18,20,3,0.502172589302063,0.508441686630249,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r05_s04,formal_u2_family_025_r05,u2_family_025,train,21,27,7,0.6444686055183411,0.9847507476806641,0.8571428571428571,True,0,offline_teacher_to_causal_s623
formal_u2_family_025_r05_s05,formal_u2_family_025_r05,u2_family_025,train,28,29,2,0.589874804019928,0.6015693545341492,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r00_s00,formal_u2_family_026_r00,u2_family_026,train,0,2,3,0.3493817448616028,0.6800234913825989,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r00_s01,formal_u2_family_026_r00,u2_family_026,train,3,5,3,0.4957140386104584,0.9653093814849854,0.3333333333333333,True,1,offline_teacher_to_causal_s623
formal_u2_family_026_r00_s02,formal_u2_family_026_r00,u2_family_026,train,6,8,3,0.9429201483726501,0.9223122596740723,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r00_s03,formal_u2_family_026_r00,u2_family_026,train,9,19,11,0.3950457274913788,0.506712794303894,0.7272727272727273,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r00_s04,formal_u2_family_026_r00,u2_family_026,train,20,22,3,0.6487498879432678,0.5079175233840942,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r00_s05,formal_u2_family_026_r00,u2_family_026,train,23,25,3,0.4993050694465637,0.5905049443244934,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r00_s06,formal_u2_family_026_r00,u2_family_026,train,26,26,1,0.5767334699630737,0.5767334699630737,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r01_s00,formal_u2_family_026_r01,u2_family_026,train,0,2,3,0.34899020195007324,0.6830943822860718,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r01_s01,formal_u2_family_026_r01,u2_family_026,train,3,5,3,0.5019659399986267,0.9659767746925354,0.3333333333333333,True,1,offline_teacher_to_causal_s623
formal_u2_family_026_r01_s02,formal_u2_family_026_r01,u2_family_026,train,6,8,3,0.9440615177154541,0.5001941323280334,0.6666666666666666,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r01_s03,formal_u2_family_026_r01,u2_family_026,train,9,19,11,0.9380357265472412,0.5002611875534058,0.36363636363636365,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r01_s04,formal_u2_family_026_r01,u2_family_026,train,20,22,3,0.49358487129211426,0.6496802568435669,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r01_s05,formal_u2_family_026_r01,u2_family_026,train,23,28,6,0.496608167886734,0.9828490614891052,0.8333333333333334,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r01_s06,formal_u2_family_026_r01,u2_family_026,train,29,30,2,0.5811933875083923,0.529329776763916,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r02_s00,formal_u2_family_026_r02,u2_family_026,train,0,2,3,0.3517916798591614,0.6796545386314392,0.3333333333333333,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r02_s01,formal_u2_family_026_r02,u2_family_026,train,3,5,3,0.4971541464328766,0.9649749398231506,0.3333333333333333,True,1,offline_teacher_to_causal_s623
formal_u2_family_026_r02_s02,formal_u2_family_026_r02,u2_family_026,train,6,18,13,0.9444395303726196,0.5023369193077087,0.38461538461538464,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r02_s03,formal_u2_family_026_r02,u2_family_026,train,19,21,3,0.49336719512939453,0.6546952724456787,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r02_s04,formal_u2_family_026_r02,u2_family_026,train,22,26,5,0.500889003276825,0.9850039482116699,0.8,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r02_s05,formal_u2_family_026_r02,u2_family_026,train,27,28,2,0.5906816124916077,0.6004645228385925,1.0,True,0,offline_teacher_to_causal_s623
formal_u2_family_026_r03_s00,formal_u2_family_026_r03,u2_family_026,train,0,2,3,0.3483295738697052,0.6787357926368713,0.3333333333333333,True,0,offline_teacher_to_causal_s623
