candidate_id,rollout_id,root_family_id,case_id,reference_status,reference_reason,expected_action,selected_action,selected_time,correct,hold_evidence_before_event,hold_memory_at_last_closed_observation,same_m1_interface
B_count2,L2RAR2_SELECT_05_820005:K4_regular_hold_loss,L2RAR2_SELECT_05_820005,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_05_820005:K4_regular_hold_loss,L2RAR2_SELECT_05_820005,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_05_820005:K4_regular_hold_loss,L2RAR2_SELECT_05_820005,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_05_820005:K5_brief_hold_loss,L2RAR2_SELECT_05_820005,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_05_820005:K5_brief_hold_loss,L2RAR2_SELECT_05_820005,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_05_820005:K5_brief_hold_loss,L2RAR2_SELECT_05_820005,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_05_820005:K6_long_gap_after_loss,L2RAR2_SELECT_05_820005,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_05_820005:K6_long_gap_after_loss,L2RAR2_SELECT_05_820005,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_05_820005:K6_long_gap_after_loss,L2RAR2_SELECT_05_820005,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_05_820005:K7_commanded_release,L2RAR2_SELECT_05_820005,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_05_820005:K7_commanded_release,L2RAR2_SELECT_05_820005,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_05_820005:K7_commanded_release,L2RAR2_SELECT_05_820005,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_05_820005:K8_acquisition_touch_then_continue,L2RAR2_SELECT_05_820005,K8_acquisition_touch_then_continue,reference_labeled,,none,recover_object,0.6,False,True,true,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_05_820005:K8_acquisition_touch_then_continue,L2RAR2_SELECT_05_820005,K8_acquisition_touch_then_continue,reference_labeled,,none,none,,True,False,true,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_05_820005:K8_acquisition_touch_then_continue,L2RAR2_SELECT_05_820005,K8_acquisition_touch_then_continue,reference_labeled,,none,none,,True,False,true,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_06_820006:K1_hold_request_ends_without_hold,L2RAR2_SELECT_06_820006,K1_hold_request_ends_without_hold,reference_labeled,,retry_grasp,retry_grasp,0.45,True,False,false,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_06_820006:K1_hold_request_ends_without_hold,L2RAR2_SELECT_06_820006,K1_hold_request_ends_without_hold,reference_labeled,,retry_grasp,none,,False,False,false,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_06_820006:K1_hold_request_ends_without_hold,L2RAR2_SELECT_06_820006,K1_hold_request_ends_without_hold,reference_labeled,,retry_grasp,none,,False,False,false,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_06_820006:K2_touch_request_completes_without_hold,L2RAR2_SELECT_06_820006,K2_touch_request_completes_without_hold,reference_labeled,,none,none,,True,False,false,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_06_820006:K2_touch_request_completes_without_hold,L2RAR2_SELECT_06_820006,K2_touch_request_completes_without_hold,reference_labeled,,none,none,,True,False,false,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_06_820006:K2_touch_request_completes_without_hold,L2RAR2_SELECT_06_820006,K2_touch_request_completes_without_hold,reference_labeled,,none,recover_object,0.7,False,True,false,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_06_820006:K3_normal_hold_pause_resume,L2RAR2_SELECT_06_820006,K3_normal_hold_pause_resume,reference_unresolved,pause case did not establish frozen physical hold proxy,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_06_820006:K3_normal_hold_pause_resume,L2RAR2_SELECT_06_820006,K3_normal_hold_pause_resume,reference_unresolved,pause case did not establish frozen physical hold proxy,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_06_820006:K3_normal_hold_pause_resume,L2RAR2_SELECT_06_820006,K3_normal_hold_pause_resume,reference_unresolved,pause case did not establish frozen physical hold proxy,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_06_820006:K4_regular_hold_loss,L2RAR2_SELECT_06_820006,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_06_820006:K4_regular_hold_loss,L2RAR2_SELECT_06_820006,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_06_820006:K4_regular_hold_loss,L2RAR2_SELECT_06_820006,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_06_820006:K5_brief_hold_loss,L2RAR2_SELECT_06_820006,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_06_820006:K5_brief_hold_loss,L2RAR2_SELECT_06_820006,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_06_820006:K5_brief_hold_loss,L2RAR2_SELECT_06_820006,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_06_820006:K6_long_gap_after_loss,L2RAR2_SELECT_06_820006,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_06_820006:K6_long_gap_after_loss,L2RAR2_SELECT_06_820006,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_06_820006:K6_long_gap_after_loss,L2RAR2_SELECT_06_820006,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_06_820006:K7_commanded_release,L2RAR2_SELECT_06_820006,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_06_820006:K7_commanded_release,L2RAR2_SELECT_06_820006,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_06_820006:K7_commanded_release,L2RAR2_SELECT_06_820006,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_06_820006:K8_acquisition_touch_then_continue,L2RAR2_SELECT_06_820006,K8_acquisition_touch_then_continue,reference_labeled,,none,none,,True,False,true,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_06_820006:K8_acquisition_touch_then_continue,L2RAR2_SELECT_06_820006,K8_acquisition_touch_then_continue,reference_labeled,,none,none,,True,False,true,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_06_820006:K8_acquisition_touch_then_continue,L2RAR2_SELECT_06_820006,K8_acquisition_touch_then_continue,reference_labeled,,none,recover_object,0.7,False,True,true,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_07_820007:K1_hold_request_ends_without_hold,L2RAR2_SELECT_07_820007,K1_hold_request_ends_without_hold,reference_labeled,,retry_grasp,retry_grasp,0.45,True,False,false,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_07_820007:K1_hold_request_ends_without_hold,L2RAR2_SELECT_07_820007,K1_hold_request_ends_without_hold,reference_labeled,,retry_grasp,none,,False,False,false,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_07_820007:K1_hold_request_ends_without_hold,L2RAR2_SELECT_07_820007,K1_hold_request_ends_without_hold,reference_labeled,,retry_grasp,none,,False,False,false,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_07_820007:K2_touch_request_completes_without_hold,L2RAR2_SELECT_07_820007,K2_touch_request_completes_without_hold,reference_labeled,,none,recover_object,0.8,False,True,false,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_07_820007:K2_touch_request_completes_without_hold,L2RAR2_SELECT_07_820007,K2_touch_request_completes_without_hold,reference_labeled,,none,none,,True,False,false,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_07_820007:K2_touch_request_completes_without_hold,L2RAR2_SELECT_07_820007,K2_touch_request_completes_without_hold,reference_labeled,,none,recover_object,0.8,False,True,false,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_07_820007:K3_normal_hold_pause_resume,L2RAR2_SELECT_07_820007,K3_normal_hold_pause_resume,reference_unresolved,pause case did not establish frozen physical hold proxy,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_07_820007:K3_normal_hold_pause_resume,L2RAR2_SELECT_07_820007,K3_normal_hold_pause_resume,reference_unresolved,pause case did not establish frozen physical hold proxy,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_07_820007:K3_normal_hold_pause_resume,L2RAR2_SELECT_07_820007,K3_normal_hold_pause_resume,reference_unresolved,pause case did not establish frozen physical hold proxy,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_07_820007:K4_regular_hold_loss,L2RAR2_SELECT_07_820007,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_07_820007:K4_regular_hold_loss,L2RAR2_SELECT_07_820007,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_07_820007:K4_regular_hold_loss,L2RAR2_SELECT_07_820007,K4_regular_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_07_820007:K5_brief_hold_loss,L2RAR2_SELECT_07_820007,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_07_820007:K5_brief_hold_loss,L2RAR2_SELECT_07_820007,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_07_820007:K5_brief_hold_loss,L2RAR2_SELECT_07_820007,K5_brief_hold_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_07_820007:K6_long_gap_after_loss,L2RAR2_SELECT_07_820007,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_07_820007:K6_long_gap_after_loss,L2RAR2_SELECT_07_820007,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_07_820007:K6_long_gap_after_loss,L2RAR2_SELECT_07_820007,K6_long_gap_after_loss,reference_unresolved,held loss lacks frozen physical proxy support,,,,,,,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_07_820007:K7_commanded_release,L2RAR2_SELECT_07_820007,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_07_820007:K7_commanded_release,L2RAR2_SELECT_07_820007,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_07_820007:K7_commanded_release,L2RAR2_SELECT_07_820007,K7_commanded_release,reference_labeled,,none,none,,True,True,true,M1_requested_effect_gate
B_count2,L2RAR2_SELECT_07_820007:K8_acquisition_touch_then_continue,L2RAR2_SELECT_07_820007,K8_acquisition_touch_then_continue,reference_labeled,,none,recover_object,0.8,False,True,true,M1_requested_effect_gate
C3_vector_rho035,L2RAR2_SELECT_07_820007:K8_acquisition_touch_then_continue,L2RAR2_SELECT_07_820007,K8_acquisition_touch_then_continue,reference_labeled,,none,none,,True,False,true,M1_requested_effect_gate
C3_vector_rho055,L2RAR2_SELECT_07_820007:K8_acquisition_touch_then_continue,L2RAR2_SELECT_07_820007,K8_acquisition_touch_then_continue,reference_labeled,,none,recover_object,0.8,False,True,true,M1_requested_effect_gate
