rollout_id,split,before_dense_sha256,after_dense_sha256,before_count,after_count,timestamps_strictly_increasing,physical_rollout_reexecuted
L2RAR1_TOUC_01_510000_r00,dev_fit,b901411b65d8c672383d6ac689e60a7f0bbb2acf970c956010ccd26fdf8b8565,bbfe19720fa30e02b66b0e3999f9e0ad4de83f227c456754a521b03f74d34d56,16,16,True,False
L2RAR1_TOUC_01_510000_r01,dev_fit,18aab163179a0e6ab6dc3a0db1d5c60402d4962836d9e1f96be4fb9515f47e20,4058a978ccf7aac4865db2d1dc10595ed8765e745fc8fab7955f52c34035432d,18,18,True,False
L2RAR1_TOUC_01_510000_r02,dev_fit,17d97d54b446e1a0d62db19f38e0812abfb27997e44cfef927c147071cf8b513,3fc4b5cb92771bdff4eecd2050f707c53b944317173c50a21525ca6617d39c74,20,20,True,False
L2RAR1_TOUC_01_510000_r03,dev_fit,e5c63ff7da4d3ca405f4bc7178242408bf9c73b2601c40e079efb2c7c08c9022,d82c9fd442a9f0fff0e002eb2796c9b821604884b12540d372d90b411a9d6df5,22,22,True,False
L2RAR1_TOUC_02_510000_r00,dev_select,1f0b5b50a471abe7784e2f85f73f2411b626f94d6d16083fd23166677573e398,3e54759434b1e0a12c1cc65ec478ae105c60164c7f24c35ebc08a96eb23bcc81,16,16,True,False
L2RAR1_TOUC_02_510000_r01,dev_select,eb66643364040487c6ca97b84f95cbde42736a9df6b7f46ca451fe4172257c46,fe978c9a958a3839eb2f8470aa3701ba25e74abf38bbc34a15513e30830eb358,18,18,True,False
L2RAR1_TOUC_02_510000_r02,dev_select,0e666192a922b36050abb38fac4ca98e67683487a641aa01c9ff6cc2849e496b,753a70f5362318a68cf2bfed3cb4f5d20d92bdc326d9adc8ba6ff83e88941e20,20,20,True,False
L2RAR1_TOUC_02_510000_r03,dev_select,bccd185030997e577f316850888280d86d490b0823db302c14721b6af7a6fd8b,8cb808e59a095e75ba6379f023525f52dde58541f934251a4eb6a064b6b7a5ef,22,22,True,False
L2RAR1_TOUC_03_510000_r00,dev_select,1cfd118057de0125f47e69c30f91cd9fb5e7ab2652864ccfcee76779b5b9320a,8b1fed5d29c29136088bf0296f1d50af8d23f7cb847eaf23964dda5f50a1a458,16,16,True,False
L2RAR1_TOUC_03_510000_r01,dev_select,ba7b8abae049e6f14a55b6e17d9c60cbc4d2ffab33c210b92fef5c75c0af3403,044c3543c055c85a6732cf8b2aa2f0a978addfe671b64f4fde8fffb07d1cb2b2,18,18,True,False
L2RAR1_TOUC_03_510000_r02,dev_select,a78049af3ce18ec49f915047a51eb8c4745b70d1681bc90fe7fe2fe83a79a2d8,fb41da1ed03692122b26f1d898512bf1bda89fa9ff869e20253d330bbe404257,20,20,True,False
L2RAR1_TOUC_03_510000_r03,dev_select,24f6a2ead235ba27db8c042de4e235926299bf6b030530dd0de8ecee4dc3b3af,3348a86a16b4730a83fa2a60f612484735a6047b29968ebdba1579143f708bf4,22,22,True,False
