queue_id,task_id,episode_id,split,source_path,category,path_signature,priority,proposal_path,review_bundle_path,status
q_transport_dual_order__0094,transport_dual_order,transport_dual_order__0094,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0094.json,recovery,"[""B"", ""A""]",1,proposed_annotations/transport_dual_order__0094.json,review_bundles/transport_dual_order__0094,accepted
q_transport_dual_order__0095,transport_dual_order,transport_dual_order__0095,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0095.json,recovery,"[""B"", ""A""]",1,proposed_annotations/transport_dual_order__0095.json,review_bundles/transport_dual_order__0095,accepted
q_transport_dual_order__0096,transport_dual_order,transport_dual_order__0096,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0096.json,recovery,"[""B"", ""A""]",1,proposed_annotations/transport_dual_order__0096.json,review_bundles/transport_dual_order__0096,accepted
q_transport_dual_order__0097,transport_dual_order,transport_dual_order__0097,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0097.json,recovery,"[""B"", ""A""]",1,proposed_annotations/transport_dual_order__0097.json,review_bundles/transport_dual_order__0097,accepted
q_transport_dual_order__0098,transport_dual_order,transport_dual_order__0098,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0098.json,recovery,"[""B"", ""A""]",1,proposed_annotations/transport_dual_order__0098.json,review_bundles/transport_dual_order__0098,accepted
q_transport_dual_order__0099,transport_dual_order,transport_dual_order__0099,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0099.json,recovery,"[""B"", ""A""]",1,proposed_annotations/transport_dual_order__0099.json,review_bundles/transport_dual_order__0099,accepted
q_transport_dual_order__0100,transport_dual_order,transport_dual_order__0100,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0100.json,terminal_failure,"[""B"", ""A""]",2,proposed_annotations/transport_dual_order__0100.json,review_bundles/transport_dual_order__0100,accepted
q_transport_dual_order__0101,transport_dual_order,transport_dual_order__0101,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0101.json,terminal_failure,"[""B"", ""A""]",2,proposed_annotations/transport_dual_order__0101.json,review_bundles/transport_dual_order__0101,accepted
q_transport_dual_order__0102,transport_dual_order,transport_dual_order__0102,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0102.json,terminal_failure,"[""B"", ""A""]",2,proposed_annotations/transport_dual_order__0102.json,review_bundles/transport_dual_order__0102,accepted
q_transport_dual_order__0103,transport_dual_order,transport_dual_order__0103,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0103.json,terminal_failure,"[""B"", ""A""]",2,proposed_annotations/transport_dual_order__0103.json,review_bundles/transport_dual_order__0103,accepted
q_transport_dual_order__0104,transport_dual_order,transport_dual_order__0104,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0104.json,terminal_failure,"[""B"", ""A""]",2,proposed_annotations/transport_dual_order__0104.json,review_bundles/transport_dual_order__0104,accepted
q_transport_dual_order__0105,transport_dual_order,transport_dual_order__0105,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0105.json,terminal_failure,"[""B"", ""A""]",2,proposed_annotations/transport_dual_order__0105.json,review_bundles/transport_dual_order__0105,accepted
q_transport_dual_order__0106,transport_dual_order,transport_dual_order__0106,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0106.json,terminal_failure,"[""B"", ""A""]",2,proposed_annotations/transport_dual_order__0106.json,review_bundles/transport_dual_order__0106,accepted
q_transport_dual_order__0107,transport_dual_order,transport_dual_order__0107,train,artifacts/pathgraph_sarm/stage2/rounds/stage2_2_targeted_collection/jobs/synthetic/transport_dual_order__0107.json,terminal_failure,"[""B"", ""A""]",2,proposed_annotations/transport_dual_order__0107.json,review_bundles/transport_dual_order__0107,accepted
