rollout_id,root_family_id,split,scenario,rollout_seed,path,active_object,frames,front_frames,side_frames,termination_type,final_goal_stable,missed_grasp,contact_loss,recovery_attempt,recovery_achieved,target_blocked,ambiguous_or_occluded
L2C_06_02_220799_r03,L2C_06_02_220799,fresh_confirmation,distractor_object_ambiguity,2292003,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_06_02_220799/rollout_03,True,3,3,3,horizon,False,False,False,False,False,False,True
L2C_07_00_220799_r00,L2C_07_00_220799,fresh_confirmation,primary_view_occlusion,2292100,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_00_220799/rollout_00,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_00_220799_r01,L2C_07_00_220799,fresh_confirmation,primary_view_occlusion,2292101,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_00_220799/rollout_01,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_00_220799_r02,L2C_07_00_220799,fresh_confirmation,primary_view_occlusion,2292102,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_00_220799/rollout_02,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_00_220799_r03,L2C_07_00_220799,fresh_confirmation,primary_view_occlusion,2292103,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_00_220799/rollout_03,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_01_220799_r00,L2C_07_01_220799,fresh_confirmation,primary_view_occlusion,2292200,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_01_220799/rollout_00,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_01_220799_r01,L2C_07_01_220799,fresh_confirmation,primary_view_occlusion,2292201,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_01_220799/rollout_01,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_01_220799_r02,L2C_07_01_220799,fresh_confirmation,primary_view_occlusion,2292202,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_01_220799/rollout_02,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_01_220799_r03,L2C_07_01_220799,fresh_confirmation,primary_view_occlusion,2292203,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_01_220799/rollout_03,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_02_220799_r00,L2C_07_02_220799,fresh_confirmation,primary_view_occlusion,2292300,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_02_220799/rollout_00,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_02_220799_r01,L2C_07_02_220799,fresh_confirmation,primary_view_occlusion,2292301,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_02_220799/rollout_01,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_02_220799_r02,L2C_07_02_220799,fresh_confirmation,primary_view_occlusion,2292302,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_02_220799/rollout_02,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
L2C_07_02_220799_r03,L2C_07_02_220799,fresh_confirmation,primary_view_occlusion,2292303,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/fresh_confirmation_v1/data/L2C_07_02_220799/rollout_03,True,13,13,13,goal_terminal,True,False,False,False,False,False,True
