events,frames,observation_intervention,path,rollout_id,rollout_seed,root_family_id,schema,simulator_scenario_reference_only,source_kind,split,stratum
"['contact_established', 'released']",7,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_03_03_430000/rollout_03,L2RA_D_03_03_430000_r03,43130303,L2RA_D_03_03_430000,pathgraph_l2ra_probe_rollout_v1,normal_pick_place,new_dynamic_mujoco_probe,dev_select,commanded_release
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_00_430000/rollout_00,L2RA_D_04_00_430000_r00,43140000,L2RA_D_04_00_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_00_430000/rollout_01,L2RA_D_04_00_430000_r01,43140001,L2RA_D_04_00_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_00_430000/rollout_02,L2RA_D_04_00_430000_r02,43140002,L2RA_D_04_00_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_00_430000/rollout_03,L2RA_D_04_00_430000_r03,43140003,L2RA_D_04_00_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_01_430000/rollout_00,L2RA_D_04_01_430000_r00,43140100,L2RA_D_04_01_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_01_430000/rollout_01,L2RA_D_04_01_430000_r01,43140101,L2RA_D_04_01_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_01_430000/rollout_02,L2RA_D_04_01_430000_r02,43140102,L2RA_D_04_01_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_01_430000/rollout_03,L2RA_D_04_01_430000_r03,43140103,L2RA_D_04_01_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_02_430000/rollout_00,L2RA_D_04_02_430000_r00,43140200,L2RA_D_04_02_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_02_430000/rollout_01,L2RA_D_04_02_430000_r01,43140201,L2RA_D_04_02_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_02_430000/rollout_02,L2RA_D_04_02_430000_r02,43140202,L2RA_D_04_02_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_02_430000/rollout_03,L2RA_D_04_02_430000_r03,43140203,L2RA_D_04_02_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_03_430000/rollout_00,L2RA_D_04_03_430000_r00,43140300,L2RA_D_04_03_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_03_430000/rollout_01,L2RA_D_04_03_430000_r01,43140301,L2RA_D_04_03_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_03_430000/rollout_02,L2RA_D_04_03_430000_r02,43140302,L2RA_D_04_03_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,False,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_04_03_430000/rollout_03,L2RA_D_04_03_430000_r03,43140303,L2RA_D_04_03_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,long_gap_after_loss
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_00_430000/rollout_00,L2RA_D_05_00_430000_r00,43150000,L2RA_D_05_00_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_00_430000/rollout_01,L2RA_D_05_00_430000_r01,43150001,L2RA_D_05_00_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_00_430000/rollout_02,L2RA_D_05_00_430000_r02,43150002,L2RA_D_05_00_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_00_430000/rollout_03,L2RA_D_05_00_430000_r03,43150003,L2RA_D_05_00_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_01_430000/rollout_00,L2RA_D_05_01_430000_r00,43150100,L2RA_D_05_01_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_01_430000/rollout_01,L2RA_D_05_01_430000_r01,43150101,L2RA_D_05_01_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_01_430000/rollout_02,L2RA_D_05_01_430000_r02,43150102,L2RA_D_05_01_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_01_430000/rollout_03,L2RA_D_05_01_430000_r03,43150103,L2RA_D_05_01_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_fit,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_02_430000/rollout_00,L2RA_D_05_02_430000_r00,43150200,L2RA_D_05_02_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_02_430000/rollout_01,L2RA_D_05_02_430000_r01,43150201,L2RA_D_05_02_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_02_430000/rollout_02,L2RA_D_05_02_430000_r02,43150202,L2RA_D_05_02_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_02_430000/rollout_03,L2RA_D_05_02_430000_r03,43150203,L2RA_D_05_02_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_03_430000/rollout_00,L2RA_D_05_03_430000_r00,43150300,L2RA_D_05_03_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_03_430000/rollout_01,L2RA_D_05_03_430000_r01,43150301,L2RA_D_05_03_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_03_430000/rollout_02,L2RA_D_05_03_430000_r02,43150302,L2RA_D_05_03_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,history_or_visual_unavailable
"['contact_established', 'contact_lost', 'contact_established', 'recovery_achieved', 'contact_reestablished']",13,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/edge_ambiguity_l2ra_v1/data/new_development/rollouts/L2RA_D_05_03_430000/rollout_03,L2RA_D_05_03_430000_r03,43150303,L2RA_D_05_03_430000,pathgraph_l2ra_probe_rollout_v1,slip_then_recover,new_dynamic_mujoco_probe,dev_select,history_or_visual_unavailable
