method,input_tier,rollout_id,time,capture_order,h,e,cos,rho,evidence_valid,evidence_duration
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.3,30,0.1351059635733287,0.009313310235239597,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.35,32,0.13436409163080132,0.010053177901136749,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.4,33,0.13363586970532926,0.010779473042176168,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.45,34,0.13294862843671373,0.011465000674759763,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.5,36,0.13231493707419906,0.01209728227262021,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.55,37,0.13174623199744306,0.012664845744751069,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.6,38,0.13123709292297903,0.013173023523221812,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.65,40,0.13077414184908998,0.013635196049718678,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.7,41,0.1303433805867935,0.0140652147561209,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.75,42,0.1299388397623492,0.014469058333815212,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.8,44,0.12955894743650143,0.014848372407533757,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.85,45,0.1292022599364685,0.015204648975953155,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.9,46,0.12886186412692557,0.015544611244301102,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.95,48,0.12852898162158788,0.01587706148864688,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,2.0,49,0.12820295634769385,0.016202658818327442,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,2.05,50,0.1278835897547368,0.016521599973741443,,,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,2.1,52,0.12757072023427185,0.016834040395355607,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.05,0,0.0,,,,False,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.1,1,-0.007083017791394641,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.15,3,-0.005145930134889176,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.2,4,-0.0045888513892378135,,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.25,5,-0.005119769400062313,,0.335962580775905,0.9894659288761513,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.3,6,-0.0038098768925256543,,0.21686187669771226,0.9723774520107079,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.35,8,-0.0030986708141547137,,-0.21643091345582083,0.991294416072464,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.4,9,-0.0028654013373354825,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.45,11,-0.002694928948146158,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.5,12,0.054978606829950705,,0.9998959759894719,0.020995501993533887,True,0.04999999999999999
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.55,13,0.11497860682995054,0.002311450608335213,1.0,0.0,True,0.10000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.6,15,0.17497860716376468,0.0023114500354320558,0.9999999999999999,6.674330223084922e-09,True,0.14999999999999997
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.65,16,0.1667914090058834,0.002314866107205262,0.9999999920503906,0.0001824005001814478,True,0.2
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.7,17,0.15860446436367281,0.002311450608335212,0.9999999920404827,0.00018246187120344698,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.75,18,0.15041739313053404,0.0023114506083352125,1.0,0.0,True,0.3
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.8,19,0.14222940531358463,0.0023186568226677444,0.9999999739036023,0.00043063914542650983,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.85,20,0.14187065136393406,0.002605037071541231,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.9,21,0.1411143665965333,0.0033336185494610743,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,0.95,22,0.14035577919761044,0.004081726482455822,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.0,23,0.13959927973893116,0.004833482395357003,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.05,24,0.13884496091627485,0.005585004632351496,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.1,25,0.13809307229816725,0.006334715481400486,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.15,26,0.13734333130325216,0.007082378799393603,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.2,28,0.1365955480669322,0.007828048281377127,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.25,29,0.13584988503944084,0.008571555337533107,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.3,30,0.1351059635733287,0.009313310235239597,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.35,32,0.13436409163080132,0.010053177901136749,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.4,33,0.13363586970532926,0.010779473042176168,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.45,34,0.13294862843671373,0.011465000674759763,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.5,36,0.13231493707419906,0.01209728227262021,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.55,37,0.13174623199744306,0.012664845744751069,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.6,38,0.13123709292297903,0.013173023523221812,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.65,40,0.13077414184908998,0.013635196049718678,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.7,41,0.1303433805867935,0.0140652147561209,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.75,42,0.1299388397623492,0.014469058333815212,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.8,44,0.12955894743650143,0.014848372407533757,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.85,45,0.1292022599364685,0.015204648975953155,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.9,46,0.12886186412692557,0.015544611244301102,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,1.95,48,0.12852898162158788,0.01587706148864688,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,2.0,49,0.12820295634769385,0.016202658818327442,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,2.05,50,0.1278835897547368,0.016521599973741443,,,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,2.1,52,0.12757072023427185,0.016834040395355607,,,True,0.35000000000000003
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.05,0,0.0,,,,False,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.1,1,-0.007083017791394641,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.15,3,-0.005145930134889176,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.2,4,-0.0045888513892378135,,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.25,5,-0.005119769400062313,,0.335962580775905,0.9894659288761513,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.3,6,-0.0038098768925256543,,0.21686187669771226,0.9723774520107079,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.35,8,-0.0030986708141547137,,-0.21643091345582083,0.991294416072464,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.4,9,-0.0028654013373354825,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.45,11,-0.002694928948146158,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.5,12,0.054978606829950705,,0.9998959759894719,0.020995501993533887,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.55,13,0.11497860682995054,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.6,15,0.17497860716376468,8.009196290048511e-10,0.9999999999999999,6.674330223084922e-09,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.65,16,0.047387620424888977,0.6248432321898482,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.7,17,0.02378250885666877,0.6300871977280693,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.75,18,0.027509572776318048,0.6292033024660103,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.8,19,0.028711855321125523,0.6289226800792145,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.85,20,0.028781609035323785,0.6289065762331555,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.9,21,0.028773002177840068,0.6289087532304194,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.95,22,0.02824027875016477,0.6290527900844072,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.0,23,0.02598801103747994,0.6296035887398275,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.05,24,0.024879927093784615,0.6298704524109435,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.1,26,0.024608884450112112,0.6298989568043067,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.15,27,0.024711192240053914,0.6298793211564293,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.2,28,0.024737306827005034,0.6298266692973546,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.25,30,0.024700436507457013,0.6298238663625378,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.05,0,0.0,,,,False,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.1,1,-0.007083017791394641,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.15,3,-0.005145930134889176,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.2,4,-0.0045888513892378135,,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.25,5,-0.005119769400062313,,0.335962580775905,0.9894659288761513,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.3,6,-0.0038098768925256543,,0.21686187669771226,0.9723774520107079,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.35,8,-0.0030986708141547137,,-0.21643091345582083,0.991294416072464,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.4,9,-0.0028654013373354825,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.45,11,-0.002694928948146158,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.5,12,0.054978606829950705,,0.9998959759894719,0.020995501993533887,True,0.04999999999999999
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.55,13,0.11497860682995054,0.002311450608335213,1.0,0.0,True,0.10000000000000003
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.6,15,0.17497860716376468,0.0023114500354320558,0.9999999999999999,6.674330223084922e-09,True,0.14999999999999997
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.65,16,0.047387620424888977,0.6252681570725692,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.7,17,0.02378250885666877,0.6305892998084933,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.75,18,0.027509572776318048,0.6296933484466869,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.8,19,0.028711855321125523,0.6294088262240255,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.85,20,0.028781609035323785,0.6293924958585194,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.9,21,0.028773002177840068,0.6293947006231176,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.95,22,0.02824027875016477,0.6295404470035617,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.0,23,0.02598801103747994,0.6300985015920247,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.05,24,0.024879927093784615,0.6303690538074194,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.1,26,0.024608884450112112,0.6303983487554141,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.15,27,0.024711192240053914,0.6303784184939029,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.2,28,0.024737306827005034,0.6303256265744094,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.25,30,0.024700436507457013,0.6303229786987619,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.05,0,0.0,,,,False,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.1,1,-0.007083017791394641,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.15,3,-0.005145930134889176,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.2,4,-0.0045888513892378135,,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.25,5,-0.005119769400062313,,0.335962580775905,0.9894659288761513,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.3,6,-0.0038098768925256543,,0.21686187669771226,0.9723774520107079,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.35,8,-0.0030986708141547137,,-0.21643091345582083,0.991294416072464,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.4,9,-0.0028654013373354825,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.45,11,-0.002694928948146158,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.5,12,0.054978606829950705,,0.9998959759894719,0.020995501993533887,True,0.04999999999999999
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.55,13,0.11497860682995054,0.002311450608335213,1.0,0.0,True,0.10000000000000003
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.6,15,0.17497860716376468,0.0023114500354320558,0.9999999999999999,6.674330223084922e-09,True,0.14999999999999997
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.65,16,0.047387620424888977,0.6252681570725692,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.7,17,0.02378250885666877,0.6305892998084933,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.75,18,0.027509572776318048,0.6296933484466869,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.8,19,0.028711855321125523,0.6294088262240255,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.85,20,0.028781609035323785,0.6293924958585194,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.9,21,0.028773002177840068,0.6293947006231176,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,0.95,22,0.02824027875016477,0.6295404470035617,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.0,23,0.02598801103747994,0.6300985015920247,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.05,24,0.024879927093784615,0.6303690538074194,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.1,26,0.024608884450112112,0.6303983487554141,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.15,27,0.024711192240053914,0.6303784184939029,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.2,28,0.024737306827005034,0.6303256265744094,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K7_commanded_release,1.25,30,0.024700436507457013,0.6303229786987619,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.05,0,0.0,,,,False,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.1,1,-0.007083017791394641,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.15,3,-0.005145930134889176,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.2,4,-0.0045888513892378135,,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.25,5,-0.005119769400062313,,0.335962580775905,0.9894659288761513,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.3,6,-0.0038098768925256543,,0.21686187669771226,0.9723774520107079,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.35,8,-0.0030986708141547137,,-0.21643091345582083,0.991294416072464,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.4,10,-0.002903590340103457,,0.920035282188196,0.8246843472377037,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.45,11,-0.003907008343064344,,0.35661309225905113,0.9843462669400634,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.5,13,-0.004723992279911937,,0.09644731432893985,0.9910848927492312,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.55,14,-0.005281786818404854,,-0.018458017883366096,0.9891966270220375,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.6,15,-0.005418177994251261,,0.09764038158777841,0.9969936149234543,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.65,16,-0.004399301123825916,,0.9038198886196191,0.9117718979861014,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.7,18,-0.0031146709058844646,,0.5815328826154292,0.9514915757326162,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.75,19,-0.002373624118112261,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.8,21,-0.002155199149968645,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.85,22,0.05540754181164209,,0.9986979712214717,0.03246496671875446,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.9,23,0.11540754181164192,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.95,25,0.17540754181164198,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,1.0,26,0.17540754181164198,0.0,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,1.05,27,0.17540754181164198,0.0,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,1.1,29,0.17540754181164198,0.0,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.05,0,0.0,,,,False,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.1,1,-0.007083017791394641,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.15,3,-0.005145930134889176,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.2,4,-0.0045888513892378135,,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.25,5,-0.005119769400062313,,0.335962580775905,0.9894659288761513,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.3,6,-0.0038098768925256543,,0.21686187669771226,0.9723774520107079,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.35,8,-0.0030986708141547137,,-0.21643091345582083,0.991294416072464,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.4,10,-0.002903590340103457,,0.920035282188196,0.8246843472377037,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.45,11,-0.003907008343064344,,0.35661309225905113,0.9843462669400634,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.5,13,-0.004723992279911937,,0.09644731432893985,0.9910848927492312,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.55,14,-0.005281786818404854,,-0.018458017883366096,0.9891966270220375,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.6,15,-0.005418177994251261,,0.09764038158777841,0.9969936149234543,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.65,16,-0.004399301123825916,,0.9038198886196191,0.9117718979861014,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.7,18,-0.0031146709058844646,,0.5815328826154292,0.9514915757326162,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.75,19,-0.002373624118112261,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.8,21,-0.002155199149968645,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.85,22,0.05540754181164209,,0.9986979712214717,0.03246496671875446,True,0.04999999999999993
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.9,23,0.11540754181164192,,1.0,0.0,True,0.09999999999999998
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.95,25,0.17540754181164198,,1.0,0.0,True,0.1499999999999999
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,1.0,26,0.17540754181164198,,,,True,0.1499999999999999
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,1.05,27,0.17540754181164198,,,,True,0.1499999999999999
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,1.1,29,0.17540754181164198,,,,True,0.1499999999999999
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.05,0,0.0,,,,False,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.1,1,-0.007083017791394641,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.15,3,-0.005145930134889176,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.2,4,-0.0045888513892378135,,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.25,5,-0.005119769400062313,,0.335962580775905,0.9894659288761513,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.3,6,-0.0038098768925256543,,0.21686187669771226,0.9723774520107079,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.35,8,-0.0030986708141547137,,-0.21643091345582083,0.991294416072464,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.4,10,-0.002903590340103457,,0.920035282188196,0.8246843472377037,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.45,11,-0.003907008343064344,,0.35661309225905113,0.9843462669400634,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,0.5,13,-0.004723992279911937,,0.09644731432893985,0.9910848927492312,True,0.0
